id,category,title,authors,year,venue,doi,url,source_kind,cited_by_count,relevance_score,query,relevance,openalex_id,abstract
SRC-0067,seed_variance,Advances and Open Problems in Federated Learning,Peter Kairouz; H. Brendan McMahan,2020,Foundations and Trends® in Machine Learning,10.1561/2200000083,https://doi.org/10.1561/2200000083,article,4591,54.865143,random seed variance deep learning reproducibility,scholarly source returned for targeted project query,https://openalex.org/W2995022099,"Federated learning (FL) is a machine learning setting where many clients (e.g., mobile devices or whole organizations) collaboratively train a model under the orchestration of a central server (e.g., service provider), while keeping the training data decentralized. FL embodies the principles of focused data collection and minimization, and can mitigate many of the systemic privacy risks and costs resulting from traditional, centralized machine learning and data science approaches. Motivated by the explosive growth in FL research, this monograph discusses recent advances and presents an extensive collection of open problems and challenges."
SRC-0068,geometric_deep_learning; leakage_homology; structural_split,"Dictionary learning for integrative, multimodal and scalable single-cell analysis",Yuhan Hao; Tim Stuart; Madeline H. Kowalski; Saket Choudhary; Paul Hoffman; Austin Hartman; Avi Srivastava; Gesmira Molla,2023,Nature Biotechnology,10.1038/s41587-023-01767-y,https://doi.org/10.1038/s41587-023-01767-y,article,4568,49.21153,geometric deep learning proteins review | protein structure similarity split benchmark machine learning | sequence identity split protein machine learning benchmark,scholarly source returned for targeted project query,https://openalex.org/W4378212544,
SRC-0069,leakage_homology; ogb_benchmarking; structural_split,Semi-Supervised Learning,"Olivier Chapelle; Schölkopf, B.; Alexander Zien",2006,The MIT Press eBooks,10.7551/mitpress/9780262033589.001.0001,https://doi.org/10.7551/mitpress/9780262033589.001.0001,book,4302,61.987514,Open Graph Benchmark realistic evaluation graph machine learning | protein structure similarity split benchmark machine learning | sequence identity split protein machine learning benchmark,scholarly source returned for targeted project query,https://openalex.org/W1479807131,"A comprehensive review of an area of machine learning that deals with the use of unlabeled data in classification problems: state-of-the-art algorithms, a taxonomy of the field, applications, benchmark experiments, and directions for future research. In the field of machine learning, semi-supervised learning (SSL) occupies the middle ground, between supervised learning (in which all training examples are labeled) and unsupervised learning (in which no label data are given). Interest in SSL has increased in recent years, particularly because of application domains in which unlabeled data are plentiful, such as images, text, and bioinformatics. This first comprehensive overview of SSL presents state-of-the-art algorithms, a taxonomy of the field, selected applications, benchmark experiments, and perspectives on ongoing and future research.Semi-Supervised Learning first presents the key assumptions and ideas underlying the field: smoothness, cluster or low-density separation, manifold structure, and transduction. The core of the book is the presentation of SSL methods, organized according to algorithmic strategies. After an examination of generative models, the book describes algorith"
SRC-0070,dna_replication_stress,Senescence-Associated Secretory Phenotypes Reveal Cell-Nonautonomous Functions of Oncogenic RAS and the p53 Tumor Suppressor,Jean‐Philippe Coppé,2008,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),10.1371/journal.pbio.0060301,https://digital.library.unt.edu/ark:/67531/metadc902653/,article,4076,83.5445,PCNA DNA replication stress cancer biology,scholarly source returned for targeted project query,https://openalex.org/W2010417927,"Cellular senescence suppresses cancer by arresting cell proliferation, essentially permanently, in response to oncogenic stimuli, including genotoxic stress. We modified the use of antibody arrays to provide a quantitative assessment of factors secreted by senescent cells. We show that human cells induced to senesce by genotoxic stress secrete myriad factors associated with inflammation and malignancy. This senescence-associated secretory phenotype (SASP) developed slowly over several days and only after DNA damage of sufficient magnitude to induce senescence. Remarkably similar SASPs developed in normal fibroblasts, normal epithelial cells, and epithelial tumor cells after genotoxic stress in culture, and in epithelial tumor cells in vivo after treatment of prostate cancer patients with DNA-damaging chemotherapy. In cultured premalignant epithelial cells, SASPs induced an epithelial-mesenchyme transition and invasiveness, hallmarks of malignancy, by a paracrine mechanism that depended largely on the SASP factors interleukin (IL)-6 and IL-8. Strikingly, two manipulations markedly amplified, and accelerated development of, the SASPs: oncogenic RAS expression, which causes genotoxic "
SRC-0071,protein_graph_construction; protein_language_models; residue_level_gnns,<scp>UCSF ChimeraX</scp>: Tools for structure building and analysis,Elaine C. Meng; Thomas D. Goddard; Eric F. Pettersen; Greg S. Couch; Zachary Pearson; John H. Morris; Thomas E. Ferrin,2023,Protein Science,10.1002/pro.4792,https://doi.org/10.1002/pro.4792,article,3980,98.86525,ESM-2 protein language model metagenomic atlas | protein structure graph neural network contact map features | residue level graph neural network protein binding site prediction,scholarly source returned for targeted project query,https://openalex.org/W4387164156,"Advances in computational tools for atomic model building are leading to accurate models of large molecular assemblies seen in electron microscopy, often at challenging resolutions of 3-4 Å. We describe new methods in the UCSF ChimeraX molecular modeling package that take advantage of machine-learning structure predictions, provide likelihood-based fitting in maps, and compute per-residue scores to identify modeling errors. Additional model-building tools assist analysis of mutations, post-translational modifications, and interactions with ligands. We present the latest ChimeraX model-building capabilities, including several community-developed extensions. ChimeraX is available free of charge for noncommercial use at https://www.rbvi.ucsf.edu/chimerax."
SRC-0072,pcna_biology,Targeting cancer stem cell pathways for cancer therapy,Liqun Yang; Pengfei Shi; Gaichao Zhao; Jie Xu; Wen Peng; Jiayi Zhang; Guanghui Zhang; Xiaowen Wang,2020,Signal Transduction and Targeted Therapy,10.1038/s41392-020-0110-5,https://doi.org/10.1038/s41392-020-0110-5,review,1920,491.4363,proliferating cell nuclear antigen cancer therapy review,scholarly source returned for targeted project query,https://openalex.org/W3004733773,"Since cancer stem cells (CSCs) were first identified in leukemia in 1994, they have been considered promising therapeutic targets for cancer therapy. These cells have self-renewal capacity and differentiation potential and contribute to multiple tumor malignancies, such as recurrence, metastasis, heterogeneity, multidrug resistance, and radiation resistance. The biological activities of CSCs are regulated by several pluripotent transcription factors, such as OCT4, Sox2, Nanog, KLF4, and MYC. In addition, many intracellular signaling pathways, such as Wnt, NF-κB (nuclear factor-κB), Notch, Hedgehog, JAK-STAT (Janus kinase/signal transducers and activators of transcription), PI3K/AKT/mTOR (phosphoinositide 3-kinase/AKT/mammalian target of rapamycin), TGF (transforming growth factor)/SMAD, and PPAR (peroxisome proliferator-activated receptor), as well as extracellular factors, such as vascular niches, hypoxia, tumor-associated macrophages, cancer-associated fibroblasts, cancer-associated mesenchymal stem cells, extracellular matrix, and exosomes, have been shown to be very important regulators of CSCs. Molecules, vaccines, antibodies, and CAR-T (chimeric antigen receptor T cell) cells"
SRC-0073,provenance,"The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2018 update",Enis Afgan; Dannon Baker; Bérénice Batut; Marius van den Beek; Dave Bouvier; Martin Čech; John Chilton; Dave Clements,2018,Nucleic Acids Research,10.1093/nar/gky379,https://doi.org/10.1093/nar/gky379,article,3903,87.80722,provenance tracking computational biology workflows reproducibility,scholarly source returned for targeted project query,https://openalex.org/W2917207851,"Galaxy (homepage: https://galaxyproject.org, main public server: https://usegalaxy.org) is a web-based scientific analysis platform used by tens of thousands of scientists across the world to analyze large biomedical datasets such as those found in genomics, proteomics, metabolomics and imaging. Started in 2005, Galaxy continues to focus on three key challenges of data-driven biomedical science: making analyses accessible to all researchers, ensuring analyses are completely reproducible, and making it simple to communicate analyses so that they can be reused and extended. During the last two years, the Galaxy team and the open-source community around Galaxy have made substantial improvements to Galaxy's core framework, user interface, tools, and training materials. Framework and user interface improvements now enable Galaxy to be used for analyzing tens of thousands of datasets, and >5500 tools are now available from the Galaxy ToolShed. The Galaxy community has led an effort to create numerous high-quality tutorials focused on common types of genomic analyses. The Galaxy developer and user communities continue to grow and be integral to Galaxy's development. The number of Galaxy p"
SRC-0074,topk_metrics,"SARS-CoV-2 variants, spike mutations and immune escape",William T. Harvey; Alessandro M. Carabelli; Ben Jackson; Ravindra K. Gupta; Emma C. Thomson; Ewan M. Harrison; Catherine Ludden; Richard Reeve,2021,Nature Reviews Microbiology,10.1038/s41579-021-00573-0,https://doi.org/10.1038/s41579-021-00573-0,review,3855,86.92262,top-k evaluation protein binding site prediction residue recovery,scholarly source returned for targeted project query,https://openalex.org/W3165479483,
SRC-0075,bootstrap_ci,A random forest guided tour,Gérard Biau; Erwan Scornet,2016,Test,10.1007/s11749-016-0481-7,https://doi.org/10.1007/s11749-016-0481-7,article,3810,94.32567,bootstrap confidence intervals machine learning evaluation bioinformatics,scholarly source returned for targeted project query,https://openalex.org/W2216946510,
SRC-0076,protein_dynamics,The ensemble nature of allostery,Hesam N. Motlagh; James O. Wrabl; Jing Li; Vincent J. Hilser,2014,Nature,10.1038/nature13001,https://doi.org/10.1038/nature13001,review,1265,591.05597,allostery protein dynamics conformational ensemble binding sites,scholarly source returned for targeted project query,https://openalex.org/W1964439982,
SRC-0077,seed_variance,MEG and EEG data analysis with MNE-Python,Alexandre Gramfort,2013,Frontiers in Neuroscience,10.3389/fnins.2013.00267,https://doi.org/10.3389/fnins.2013.00267,article,3925,54.290417,random seed variance deep learning reproducibility,scholarly source returned for targeted project query,https://openalex.org/W2169918686,"Magnetoencephalography and electroencephalography (M/EEG) measure the weak electromagnetic signals generated by neuronal activity in the brain. Using these signals to characterize and locate neural activation in the brain is a challenge that requires expertise in physics, signal processing, statistics, and numerical methods. As part of the MNE software suite, MNE-Python is an open-source software package that addresses this challenge by providing state-of-the-art algorithms implemented in Python that cover multiple methods of data preprocessing, source localization, statistical analysis, and estimation of functional connectivity between distributed brain regions. All algorithms and utility functions are implemented in a consistent manner with well-documented interfaces, enabling users to create M/EEG data analysis pipelines by writing Python scripts. Moreover, MNE-Python is tightly integrated with the core Python libraries for scientific comptutation (NumPy, SciPy) and visualization (matplotlib and Mayavi), as well as the greater neuroimaging ecosystem in Python via the Nibabel package. The code is provided under the new BSD license allowing code reuse, even in commercial products."
SRC-0078,docking,Absolute quantification of mRNA using real-time reverse transcription polymerase chain reaction assays,Stephen A. Bustin,2000,Journal of Molecular Endocrinology,10.1677/jme.0.0250169,https://doi.org/10.1677/jme.0.0250169,review,3885,61.45197,molecular docking binding site validation limitations review,scholarly source returned for targeted project query,https://openalex.org/W2143146123,"The reverse transcription polymerase chain reaction (RT-PCR) is the most sensitive method for the detection of low-abundance mRNA, often obtained from limited tissue samples. However, it is a complex technique, there are substantial problems associated with its true sensitivity, reproducibility and specificity and, as a quantitative method, it suffers from the problems inherent in PCR. The recent introduction of fluorescence-based kinetic RT-PCR procedures significantly simplifies the process of producing reproducible quantification of mRNAs and promises to overcome these limitations. Nevertheless, their successful application depends on a clear understanding of the practical problems, and careful experimental design, application and validation remain essential for accurate quantitative measurements of transcription. This review discusses the technical aspects involved, contrasts conventional and kinetic RT-PCR methods for quantitating gene expression and compares the different kinetic RT-PCR systems. It illustrates the usefulness of these assays by demonstrating the significantly different levels of transcription between individuals of the housekeeping gene family, glyceraldehyde-"
SRC-0079,protein_language_models,"MZmine 2: Modular framework for processing, visualizing, and analyzing mass spectrometry-based molecular profile data",Tomáš Pluskal; Sandra Castillo; Alejandro Villar‐Briones; Matej Orešič,2010,BMC Bioinformatics,10.1186/1471-2105-11-395,https://doi.org/10.1186/1471-2105-11-395,article,3910,50.543667,protein language models review embeddings structural biology,scholarly source returned for targeted project query,https://openalex.org/W1989299822,"BACKGROUND: Mass spectrometry (MS) coupled with online separation methods is commonly applied for differential and quantitative profiling of biological samples in metabolomic as well as proteomic research. Such approaches are used for systems biology, functional genomics, and biomarker discovery, among others. An ongoing challenge of these molecular profiling approaches, however, is the development of better data processing methods. Here we introduce a new generation of a popular open-source data processing toolbox, MZmine 2. RESULTS: A key concept of the MZmine 2 software design is the strict separation of core functionality and data processing modules, with emphasis on easy usability and support for high-resolution spectra processing. Data processing modules take advantage of embedded visualization tools, allowing for immediate previews of parameter settings. Newly introduced functionality includes the identification of peaks using online databases, MSn data support, improved isotope pattern support, scatter plot visualization, and a new method for peak list alignment based on the random sample consensus (RANSAC) algorithm. The performance of the RANSAC alignment was evaluated us"
SRC-0080,docking,Human MicroRNA Targets,Bino John; Anton J. Enright; Alexei A. Aravin; Thomas Tuschl; Chris Sander; Debora S. Marks,2004,PLoS Biology,10.1371/journal.pbio.0020363,https://doi.org/10.1371/journal.pbio.0020363,article,3894,54.425716,molecular docking binding site validation limitations review,scholarly source returned for targeted project query,https://openalex.org/W2040191060,"MicroRNAs (miRNAs) interact with target mRNAs at specific sites to induce cleavage of the message or inhibit translation. The specific function of most mammalian miRNAs is unknown. We have predicted target sites on the 3' untranslated regions of human gene transcripts for all currently known 218 mammalian miRNAs to facilitate focused experiments. We report about 2,000 human genes with miRNA target sites conserved in mammals and about 250 human genes conserved as targets between mammals and fish. The prediction algorithm optimizes sequence complementarity using position-specific rules and relies on strict requirements of interspecies conservation. Experimental support for the validity of the method comes from known targets and from strong enrichment of predicted targets in mRNAs associated with the fragile X mental retardation protein in mammals. This is consistent with the hypothesis that miRNAs act as sequence-specific adaptors in the interaction of ribonuclear particles with translationally regulated messages. Overrepresented groups of targets include mRNAs coding for transcription factors, components of the miRNA machinery, and other proteins involved in translational regulation"
SRC-0081,bootstrap_ci,"Gradient boosting machines, a tutorial",Alexey Natekin; Alois Knoll,2013,Frontiers in Neurorobotics,10.3389/fnbot.2013.00021,https://doi.org/10.3389/fnbot.2013.00021,article,3700,80.68766,bootstrap confidence intervals machine learning evaluation bioinformatics,scholarly source returned for targeted project query,https://openalex.org/W2088794999,"Gradient boosting machines are a family of powerful machine-learning techniques that have shown considerable success in a wide range of practical applications. They are highly customizable to the particular needs of the application, like being learned with respect to different loss functions. This article gives a tutorial introduction into the methodology of gradient boosting methods with a strong focus on machine learning aspects of modeling. A theoretical information is complemented with descriptive examples and illustrations which cover all the stages of the gradient boosting model design. Considerations on handling the model complexity are discussed. Three practical examples of gradient boosting applications are presented and comprehensively analyzed."
SRC-0082,binding_site_prediction,DeepSurf: a surface-based deep learning approach for the prediction of ligand binding sites on proteins,Stelios Mylonas; Απόστολος Αξενόπουλος; Petros Daras,2021,Bioinformatics,10.1093/bioinformatics/btab009,https://doi.org/10.1093/bioinformatics/btab009,article,148,756.2684,protein ligand binding site prediction deep learning,scholarly source returned for targeted project query,https://openalex.org/W3005669732,"MOTIVATION: The knowledge of potentially druggable binding sites on proteins is an important preliminary step toward the discovery of novel drugs. The computational prediction of such areas can be boosted by following the recent major advances in the deep learning field and by exploiting the increasing availability of proper data. RESULTS: In this article, a novel computational method for the prediction of potential binding sites is proposed, called DeepSurf. DeepSurf combines a surface-based representation, where a number of 3D voxelized grids are placed on the protein's surface, with state-of-the-art deep learning architectures. After being trained on the large database of scPDB, DeepSurf demonstrates superior results on three diverse testing datasets, by surpassing all its main deep learning-based competitors, while attaining competitive performance to a set of traditional non-data-driven approaches. AVAILABILITY AND IMPLEMENTATION: The source code of the method along with trained models are freely available at https://github.com/stemylonas/DeepSurf.git. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online."
SRC-0083,structural_split,SeqKit: A Cross-Platform and Ultrafast Toolkit for FASTA/Q File Manipulation,Wei Shen; Shuai Le; Yan Li; Fuquan Hu,2016,PLoS ONE,10.1371/journal.pone.0163962,https://doi.org/10.1371/journal.pone.0163962,article,3546,68.7925,protein structure similarity split benchmark machine learning,scholarly source returned for targeted project query,https://openalex.org/W2529838505,"FASTA and FASTQ are basic and ubiquitous formats for storing nucleotide and protein sequences. Common manipulations of FASTA/Q file include converting, searching, filtering, deduplication, splitting, shuffling, and sampling. Existing tools only implement some of these manipulations, and not particularly efficiently, and some are only available for certain operating systems. Furthermore, the complicated installation process of required packages and running environments can render these programs less user friendly. This paper describes a cross-platform ultrafast comprehensive toolkit for FASTA/Q processing. SeqKit provides executable binary files for all major operating systems, including Windows, Linux, and Mac OSX, and can be directly used without any dependencies or pre-configurations. SeqKit demonstrates competitive performance in execution time and memory usage compared to similar tools. The efficiency and usability of SeqKit enable researchers to rapidly accomplish common FASTA/Q file manipulations. SeqKit is open source and available on Github at https://github.com/shenwei356/seqkit."
SRC-0084,provenance; reproducibility,"Galaxy: a comprehensive approach for supporting accessible, reproducible, and transparent computational research in the life sciences",Jeremy Goecks; Anton Nekrutenko; James Taylor; The Galaxy Team,2010,Genome biology,10.1186/gb-2010-11-8-r86,https://doi.org/10.1186/gb-2010-11-8-r86,article,3524,63.510212,provenance tracking computational biology workflows reproducibility | reproducibility crisis computational biology machine learning,scholarly source returned for targeted project query,https://openalex.org/W2136482257,"Increased reliance on computational approaches in the life sciences has revealed grave concerns about how accessible and reproducible computation-reliant results truly are. Galaxy http://usegalaxy.org, an open web-based platform for genomic research, addresses these problems. Galaxy automatically tracks and manages data provenance and provides support for capturing the context and intent of computational methods. Galaxy Pages are interactive, web-based documents that provide users with a medium to communicate a complete computational analysis."
SRC-0085,geometric_deep_learning; leakage_homology,Improved protein structure prediction using potentials from deep learning,Andrew Senior; Richard Evans; John Jumper; James Kirkpatrick; Laurent Sifre; Tim Green; Chongli Qin; Augustin Žídek,2020,Nature,10.1038/s41586-019-1923-7,https://doi.org/10.1038/s41586-019-1923-7,article,3494,47.977947,geometric deep learning proteins review | sequence identity split protein machine learning benchmark,scholarly source returned for targeted project query,https://openalex.org/W2999044305,
SRC-0086,seed_variance,Bootstrap your own latent: A new approach to self-supervised Learning,Jean-Bastien Grill; Florian Strub; Florent Altché; Corentin Tallec; Pierre H. Richemond; Elena Buchatskaya; Carl Doersch; Bernardo Ávila Pires,2020,arXiv (Cornell University),10.48550/arxiv.2006.07733,http://arxiv.org/abs/2006.07733,preprint,3442,54.1128,random seed variance deep learning reproducibility,scholarly source returned for targeted project query,https://openalex.org/W3035060554,"We introduce Bootstrap Your Own Latent (BYOL), a new approach to self-supervised image representation learning. BYOL relies on two neural networks, referred to as online and target networks, that interact and learn from each other. From an augmented view of an image, we train the online network to predict the target network representation of the same image under a different augmented view. At the same time, we update the target network with a slow-moving average of the online network. While state-of-the art methods rely on negative pairs, BYOL achieves a new state of the art without them. BYOL reaches $74.3\%$ top-1 classification accuracy on ImageNet using a linear evaluation with a ResNet-50 architecture and $79.6\%$ with a larger ResNet. We show that BYOL performs on par or better than the current state of the art on both transfer and semi-supervised benchmarks. Our implementation and pretrained models are given on GitHub."
SRC-0087,reproducibility,Minimal information for studies of extracellular vesicles (MISEV2023): From basic to advanced approaches,Joshua A Welsh; Deborah C. I. Goberdhan; Lorraine O’Driscoll; Edit I. Buzás; Cherie Blenkiron; Benedetta Bussolati; Houjian Cai; Dolores Di Vizio,2024,Journal of Extracellular Vesicles,10.1002/jev2.12404,https://doi.org/10.1002/jev2.12404,article,3436,48.813854,reproducibility computational biology machine learning checklist,scholarly source returned for targeted project query,https://openalex.org/W4391649568,"Extracellular vesicles (EVs), through their complex cargo, can reflect the state of their cell of origin and change the functions and phenotypes of other cells. These features indicate strong biomarker and therapeutic potential and have generated broad interest, as evidenced by the steady year-on-year increase in the numbers of scientific publications about EVs. Important advances have been made in EV metrology and in understanding and applying EV biology. However, hurdles remain to realising the potential of EVs in domains ranging from basic biology to clinical applications due to challenges in EV nomenclature, separation from non-vesicular extracellular particles, characterisation and functional studies. To address the challenges and opportunities in this rapidly evolving field, the International Society for Extracellular Vesicles (ISEV) updates its 'Minimal Information for Studies of Extracellular Vesicles', which was first published in 2014 and then in 2018 as MISEV2014 and MISEV2018, respectively. The goal of the current document, MISEV2023, is to provide researchers with an updated snapshot of available approaches and their advantages and limitations for production, separatio"
SRC-0088,p2rank; residue_level_gnns; topk_metrics,Highly accurate protein structure prediction for the human proteome,Kathryn Tunyasuvunakool; Jonas Adler; Zachary Wu; Tim Green; Michał Zieliński; Augustin Žídek; Alex Bridgland; Andrew Cowie,2021,Nature,10.1038/s41586-021-03828-1,https://doi.org/10.1038/s41586-021-03828-1,article,3181,90.72016,P2Rank machine learning ligand binding site prediction | protein graph neural network residue classification | residue level graph neural network protein binding site prediction | top-k evaluation protein binding site prediction residue recovery,scholarly source returned for targeted project query,https://openalex.org/W3183475563,"Abstract Protein structures can provide invaluable information, both for reasoning about biological processes and for enabling interventions such as structure-based drug development or targeted mutagenesis. After decades of effort, 17% of the total residues in human protein sequences are covered by an experimentally determined structure 1 . Here we markedly expand the structural coverage of the proteome by applying the state-of-the-art machine learning method, AlphaFold 2 , at a scale that covers almost the entire human proteome (98.5% of human proteins). The resulting dataset covers 58% of residues with a confident prediction, of which a subset (36% of all residues) have very high confidence. We introduce several metrics developed by building on the AlphaFold model and use them to interpret the dataset, identifying strong multi-domain predictions as well as regions that are likely to be disordered. Finally, we provide some case studies to illustrate how high-quality predictions could be used to generate biological hypotheses. We are making our predictions freely available to the community and anticipate that routine large-scale and high-accuracy structure prediction will become an"
SRC-0089,dna_replication_stress,Resveratrol Reduces the Proinflammatory Effects and Lipopolysaccharide- Induced Expression of HMGB1 and TLR4 in RAW264.7 Cells,Ying Yang; Shuping Li; Qiao Yang; Yu Shi; Min Zheng; Yanning Liu; Feng Chen; Guangzhong Song,2014,Cellular Physiology and Biochemistry,10.1159/000358696,https://doi.org/10.1159/000358696,article,3256,68.33501,PCNA DNA replication stress cancer biology,scholarly source returned for targeted project query,https://openalex.org/W1994190235,"BACKGROUND: Resveratrol (Res) is a polyphenol anti-inflammatory agent. We have studied the link between the anti-inflammatory effects of Res and the high mobility group box 1(HMGB1) signaling pathway. METHODS: Murine macrophage-like RAW264.7 cells (RAW264.7 cells) were either untreated (control) or treated with Res, LPS, or LPS + Res. Levels of IL-6, NO, and TNF-α were measured by ELISA and colorimetric assays. Expression of HMGB1 was detected by qRT-PCR, western blot, and immunofluorescence assays. Protein and mRNA expression levels of TLR4 were also examined. RESULTS: Res significantly reduced the levels of IL-6, NO, and TNF-α in RAW264.7 cells exposed to LPS. Expression levels of HMGB1 (mRNA and protein) and of TLR4 in the LPS + Res-treated cells were lower than in cells treated with LPS alone. CONCLUSIONS: Res can block the inflammatory effects induced by LPS in RAW264.7 cells. Down-regulation of HMGB expression may be one of the mechanisms of action of Res. Res may also influence TLR4 expression in the HMGB1-TLR4 signaling pathway."
SRC-0090,protein_graph_construction,Collective Classification in Network Data,Prithviraj Sen; Galileo Namata; Mustafa Bilgic; Lise Getoor; Brian Gallagher; Tina Eliassi‐Rad,2008,AI Magazine,10.1609/aimag.v29i3.2157,https://doi.org/10.1609/aimag.v29i3.2157,article,3268,66.013145,protein structure graph neural network contact map features,scholarly source returned for targeted project query,https://openalex.org/W2153959628,"Many real‐world applications produce networked data such as the worldwide web (hypertext documents connected through hyperlinks), social networks (such as people connected by friendship links), communication networks (computers connected through communication links), and biological networks (such as protein interaction networks). A recent focus in machine‐learning research has been to extend traditional machine‐learning classification techniques to classify nodes in such networks. In this article, we provide a brief introduction to this area of research and how it has progressed during the past decade. We introduce four of the most widely used inference algorithms for classifying networked data and empirically compare them on both synthetic and real‐world data."
SRC-0091,benchmark_datasets; structural_split,MoleculeNet: a benchmark for molecular machine learning,Zhenqin Wu; Bharath Ramsundar; Evan N. Feinberg; Joseph Gomes; Caleb Geniesse; Aneesh Pappu; Karl Leswing; Vijay S. Pande,2017,Chemical Science,10.1039/c7sc02664a,https://doi.org/10.1039/c7sc02664a,article,2884,140.38902,MoleculeNet benchmark molecular machine learning scaffold split | protein structure similarity split benchmark machine learning,scholarly source returned for targeted project query,https://openalex.org/W2594183968,"Molecular machine learning has been maturing rapidly over the last few years. Improved methods and the presence of larger datasets have enabled machine learning algorithms to make increasingly accurate predictions about molecular properties. However, algorithmic progress has been limited due to the lack of a standard benchmark to compare the efficacy of proposed methods; most new algorithms are benchmarked on different datasets making it challenging to gauge the quality of proposed methods. This work introduces MoleculeNet, a large scale benchmark for molecular machine learning. MoleculeNet curates multiple public datasets, establishes metrics for evaluation, and offers high quality open-source implementations of multiple previously proposed molecular featurization and learning algorithms (released as part of the DeepChem open source library). MoleculeNet benchmarks demonstrate that learnable representations are powerful tools for molecular machine learning and broadly offer the best performance. However, this result comes with caveats. Learnable representations still struggle to deal with complex tasks under data scarcity and highly imbalanced classification. For quantum mechanica"
SRC-0092,bootstrap_ci; calibration,DNA methylation-based classification of central nervous system tumours,David Capper; David Jones; Martin Sill; Volker Hovestadt; Daniel Schrimpf; Dominik Sturm; Christian Koelsche; Felix Sahm,2018,Nature,10.1038/nature26000,https://doi.org/10.1038/nature26000,article,3093,88.93074,bootstrap confidence intervals machine learning evaluation bioinformatics | model calibration metrics expected calibration error biomedical machine learning,scholarly source returned for targeted project query,https://openalex.org/W2787816121,
SRC-0093,reproducibility,Pan-cancer analysis of whole genomes,Lauri A. Aaltonen; Federico Abascal; Adam Abeshouse; Hiroyuki Aburatani; David J. Adams; Nishant Agrawal; Keun Soo Ahn; Sung-Min Ahn,2020,Nature,10.1038/s41586-020-1969-6,https://doi.org/10.1038/s41586-020-1969-6,article,3266,41.470722,reproducibility computational biology machine learning checklist,scholarly source returned for targeted project query,https://openalex.org/W3006500278,"Abstract Cancer is driven by genetic change, and the advent of massively parallel sequencing has enabled systematic documentation of this variation at the whole-genome scale 1–3 . Here we report the integrative analysis of 2,658 whole-cancer genomes and their matching normal tissues across 38 tumour types from the Pan-Cancer Analysis of Whole Genomes (PCAWG) Consortium of the International Cancer Genome Consortium (ICGC) and The Cancer Genome Atlas (TCGA). We describe the generation of the PCAWG resource, facilitated by international data sharing using compute clouds. On average, cancer genomes contained 4–5 driver mutations when combining coding and non-coding genomic elements; however, in around 5% of cases no drivers were identified, suggesting that cancer driver discovery is not yet complete. Chromothripsis, in which many clustered structural variants arise in a single catastrophic event, is frequently an early event in tumour evolution; in acral melanoma, for example, these events precede most somatic point mutations and affect several cancer-associated genes simultaneously. Cancers with abnormal telomere maintenance often originate from tissues with low replicative activity a"
SRC-0094,bootstrap_ci; reproducibility,Large language models encode clinical knowledge,Karan Singhal; Shekoofeh Azizi; Tao Tu; S. Sara Mahdavi; Jason Lee; Hyung Won Chung; Nathan Scales; Ajay Kumar Tanwani,2023,Nature,10.1038/s41586-023-06291-2,https://doi.org/10.1038/s41586-023-06291-2,article,3024,54.0618,bootstrap confidence intervals machine learning evaluation bioinformatics | reproducibility computational biology machine learning checklist | reproducibility crisis computational biology machine learning,scholarly source returned for targeted project query,https://openalex.org/W4384071683,"Abstract Large language models (LLMs) have demonstrated impressive capabilities, but the bar for clinical applications is high. Attempts to assess the clinical knowledge of models typically rely on automated evaluations based on limited benchmarks. Here, to address these limitations, we present MultiMedQA, a benchmark combining six existing medical question answering datasets spanning professional medicine, research and consumer queries and a new dataset of medical questions searched online, HealthSearchQA. We propose a human evaluation framework for model answers along multiple axes including factuality, comprehension, reasoning, possible harm and bias. In addition, we evaluate Pathways Language Model 1 (PaLM, a 540-billion parameter LLM) and its instruction-tuned variant, Flan-PaLM 2 on MultiMedQA. Using a combination of prompting strategies, Flan-PaLM achieves state-of-the-art accuracy on every MultiMedQA multiple-choice dataset (MedQA 3 , MedMCQA 4 , PubMedQA 5 and Measuring Massive Multitask Language Understanding (MMLU) clinical topics 6 ), including 67.6% accuracy on MedQA (US Medical Licensing Exam-style questions), surpassing the prior state of the art by more than 17%. Ho"
SRC-0095,reproducibility,Environment dominates over host genetics in shaping human gut microbiota,Daphna Rothschild; Omer Weissbrod; Elad Barkan; Alexander Kurilshikov; Tal Korem; David Zeevi; Paul Igor Costea; Anastasia Godneva,2018,Nature,10.1038/nature25973,https://doi.org/10.1038/nature25973,article,2953,51.324387,reproducibility computational biology machine learning checklist,scholarly source returned for targeted project query,https://openalex.org/W2787902098,
